0.2443	6.172
0.13585	6.1723
0.02714	6.1723
-0.082388	6.172
-0.19328	6.1713
-0.30585	6.1701
-0.42012	6.1682
-0.53588	6.1653
-0.65273	6.1611
-0.7703	6.1551
-0.88825	6.1469
-1.0064	6.1358
-1.1246	6.1214
-1.2428	6.1034
-1.361	6.0814
-1.4792	6.0554
-1.5975	6.0256
-1.7157	5.9925
-1.8339	5.9567
-1.9521	5.9187
-2.0704	5.8792
-2.1886	5.8387
-2.3068	5.7976
-2.425	5.756
-2.5432	5.7139
-2.6615	5.6713
-2.7797	5.6279
-2.8979	5.5834
-3.0161	5.5375
-3.1344	5.4899
-3.2526	5.4404
-3.3708	5.3889
-3.489	5.3353
-3.6072	5.2796
-3.7255	5.222
-3.8437	5.1626
-3.9619	5.1014
-4.0801	5.0385
-4.1984	4.9736
-4.3166	4.9069
-4.4348	4.8384
-4.553	4.768
-4.6712	4.6957
-4.7895	4.6218
-4.9077	4.5462
-5.0259	4.469
-5.1441	4.3902
-5.2624	4.3099
-5.3806	4.228
-5.4988	4.1445
-5.617	4.0595
-5.7353	3.9731
-5.8535	3.8852
-5.9717	3.796
-6.0899	3.7054
-6.2081	3.6137
-6.3264	3.5208
-6.4446	3.427
-6.5628	3.3323
-6.681	3.2367
-6.7993	3.1403
-6.9175	3.0429
-7.0357	2.9447
-7.1539	2.8453
-7.2721	2.7448
-7.3904	2.6432
-7.5086	2.5404
-7.6268	2.4365
-7.745	2.3316
-7.8633	2.2257
-7.9815	2.1189
-8.0997	2.0113
-8.2179	1.9029
-8.3361	1.7937
-8.4543	1.6837
-8.5725	1.573
-8.6906	1.4615
-8.8087	1.3492
-8.9267	1.2363
-9.0446	1.1227
-9.1623	1.0084
-9.2797	0.89333
-9.3968	0.77761
-9.5136	0.66124
-9.6298	0.54428
-9.7455	0.42685
-9.8606	0.30906
-9.9751	0.19105
-10.089	0.072922
-10.203	-0.045269
-10.316	-0.16348
-10.428	-0.2817
-10.54	-0.39993
-10.652	-0.51815
-10.763	-0.63637
-10.873	-0.75459
-10.983	-0.87282
-11.092	-0.99104
-11.2	-1.1093
-11.307	-1.2275
-11.414	-1.3457
-11.52	-1.4639
-11.625	-1.5821
-11.729	-1.7004
